4,244039,33/11 KV SANGLI CITY,205,Hanuman Nagar,Urban/Sheddable Urban Feeder,388840,March,1
5,244039,33/11 KV SANGLI CITY,206,11KV TRIMURTI,Urban/Sheddable Urban Feeder,658240,March,1
8,244092,33 / 11 KV KOLHAPUR ROAD,201,11 KV SHASTRI CHOWK,Urban/Sheddable Urban Feeder,672880,March,1
9,244092,33 / 11 KV KOLHAPUR ROAD,202,11 KV FRUIT MARKET,Urban/Sheddable Urban Feeder,75540,March,1
1,244039,33/11 KV SANGLI CITY,201,11KV RAMMANDIR,Urban/Sheddable Urban Feeder,1052640,April,1
2,244039,33/11 KV SANGLI CITY,202,11KV SHAMRAO NAGAR,Urban/Sheddable Urban Feeder,650600,April,1
3,244039,33/11 KV SANGLI CITY,204,11KV CIVIL HOSPITAL,HV Non-Express Feeder,212240,April,1
4,244039,33/11 KV SANGLI CITY,205,Hanuman Nagar,Urban/Sheddable Urban Feeder,427200,April,1
5,244039,33/11 KV SANGLI CITY,206,11KV TRIMURTI,Urban/Sheddable Urban Feeder,739280,April,1
8,244092,33 / 11 KV KOLHAPUR ROAD,201,11 KV SHASTRI CHOWK,Urban/Sheddable Urban Feeder,700840,April,1
9,244092,33 / 11 KV KOLHAPUR ROAD,202,11 KV FRUIT MARKET,Urban/Sheddable Urban Feeder,74580,April,1
1,244039,33/11 KV SANGLI CITY,201,11KV RAMMANDIR,Urban/Sheddable Urban Feeder,1035720,May,1
2,244039,33/11 KV SANGLI CITY,202,11KV SHAMRAO NAGAR,Urban/Sheddable Urban Feeder,676920,May,1
3,244039,33/11 KV SANGLI CITY,204,11KV CIVIL HOSPITAL,HV Non-Express Feeder,239920,May,1
4,244039,33/11 KV SANGLI CITY,205,Hanuman Nagar,Urban/Sheddable Urban Feeder,426840,May,1
5,244039,33/11 KV SANGLI CITY,206,11KV TRIMURTI,Urban/Sheddable Urban Feeder,749880,May,1
8,244092,33 / 11 KV KOLHAPUR ROAD,201,11 KV SHASTRI CHOWK,Urban/Sheddable Urban Feeder,728160,May,1
9,244092,33 / 11 KV KOLHAPUR ROAD,202,11 KV FRUIT MARKET,Urban/Sheddable Urban Feeder,76360,May,1
1,244039,33/11 KV SANGLI CITY,201,11KV RAMMANDIR,Urban/Sheddable Urban Feeder,727120,June,1
2,244039,33/11 KV SANGLI CITY,202,11KV SHAMRAO NAGAR,Urban/Sheddable Urban Feeder,592640,June,1
3,244039,33/11 KV SANGLI CITY,204,11KV CIVIL HOSPITAL,HV Non-Express Feeder,405000,June,1
4,244039,33/11 KV SANGLI CITY,205,Hanuman Nagar,Urban/Sheddable Urban Feeder,385400,June,1
5,244039,33/11 KV SANGLI CITY,206,11KV TRIMURTI,Urban/Sheddable Urban Feeder,634400,June,1
8,244092,33 / 11 KV KOLHAPUR ROAD,201,11 KV SHASTRI CHOWK,Urban/Sheddable Urban Feeder,631280,June,1
9,244092,33 / 11 KV KOLHAPUR ROAD,202,11 KV FRUIT MARKET,Urban/Sheddable Urban Feeder,69820,June,1
1,244039,33/11 KV SANGLI CITY,201,11KV RAMMANDIR,Urban/Sheddable Urban Feeder,651680,July,1
2,244039,33/11 KV SANGLI CITY,202,11KV SHAMRAO NAGAR,Urban/Sheddable Urban Feeder,537920,July,1
3,244039,33/11 KV SANGLI CITY,204,11KV CIVIL HOSPITAL,HV Non-Express Feeder,402220,July,1
4,244039,33/11 KV SANGLI CITY,205,Hanuman Nagar,Urban/Sheddable Urban Feeder,351760,July,1
5,244039,33/11 KV SANGLI CITY,206,11KV TRIMURTI,Urban/Sheddable Urban Feeder,583720,July,1
8,244092,33 / 11 KV KOLHAPUR ROAD,201,11 KV SHASTRI CHOWK,Urban/Sheddable Urban Feeder,576480,July,1
9,244092,33 / 11 KV KOLHAPUR ROAD,202,11 KV FRUIT MARKET,Urban/Sheddable Urban Feeder,65540,July,1
1,244039,33/11 KV SANGLI CITY,201,11KV RAMMANDIR,Urban/Sheddable Urban Feeder,666000,August,1
2,244039,33/11 KV SANGLI CITY,202,11KV SHAMRAO NAGAR,Urban/Sheddable Urban Feeder,561200,August,1
3,244039,33/11 KV SANGLI CITY,204,11KV CIVIL HOSPITAL,HV Non-Express Feeder,400700,August,1
4,244039,33/11 KV SANGLI CITY,205,Hanuman Nagar,Urban/Sheddable Urban Feeder,371080,August,1
5,244039,33/11 KV SANGLI CITY,206,11KV TRIMURTI,Urban/Sheddable Urban Feeder,597840,August,1
8,244092,33 / 11 KV KOLHAPUR ROAD,201,11 KV SHASTRI CHOWK,Urban/Sheddable Urban Feeder,596600,August,1
9,244092,33 / 11 KV KOLHAPUR ROAD,202,11 KV FRUIT MARKET,Urban/Sheddable Urban Feeder,66640,August,1
1,244039,33/11 KV SANGLI CITY,201,11KV RAMMANDIR,Urban/Sheddable Urban Feeder,647440,September,1
2,244039,33/11 KV SANGLI CITY,202,11KV SHAMRAO NAGAR,Urban/Sheddable Urban Feeder,566280,September,1
3,244039,33/11 KV SANGLI CITY,204,11KV CIVIL HOSPITAL,HV Non-Express Feeder,402400,September,1
4,244039,33/11 KV SANGLI CITY,205,Hanuman Nagar,Urban/Sheddable Urban Feeder,364160,September,1
5,244039,33/11 KV SANGLI CITY,206,11KV TRIMURTI,Urban/Sheddable Urban Feeder,590200,September,1
8,244092,33 / 11 KV KOLHAPUR ROAD,201,11 KV SHASTRI CHOWK,Urban/Sheddable Urban Feeder,600160,September,1
9,244092,33 / 11 KV KOLHAPUR ROAD,202,11 KV FRUIT MARKET,Urban/Sheddable Urban Feeder,68780,September,1
1,244039,33/11 KV SANGLI CITY,201,11KV RAMMANDIR,Urban/Sheddable Urban Feeder,714760,October,1
2,244039,33/11 KV SANGLI CITY,202,11KV SHAMRAO NAGAR,Urban/Sheddable Urban Feeder,611160,October,1
3,244039,33/11 KV SANGLI CITY,204,11KV CIVIL HOSPITAL,HV Non-Express Feeder,425240,October,1
4,244039,33/11 KV SANGLI CITY,205,Hanuman Nagar,Urban/Sheddable Urban Feeder,397000,October,1
5,244039,33/11 KV SANGLI CITY,206,11KV TRIMURTI,Urban/Sheddable Urban Feeder,643320,October,1
8,244092,33 / 11 KV KOLHAPUR ROAD,201,11 KV SHASTRI CHOWK,Urban/Sheddable Urban Feeder,652680,October,1
9,244092,33 / 11 KV KOLHAPUR ROAD,202,11 KV FRUIT MARKET,Urban/Sheddable Urban Feeder,75740,October,1
1,244039,33/11 KV SANGLI CITY,201,11KV RAMMANDIR,Urban/Sheddable Urban Feeder,611840,November,1
2,244039,33/11 KV SANGLI CITY,202,11KV SHAMRAO NAGAR,Urban/Sheddable Urban Feeder,525800,November,1
3,244039,33/11 KV SANGLI CITY,204,11KV CIVIL HOSPITAL,HV Non-Express Feeder,383220,November,1
4,244039,33/11 KV SANGLI CITY,205,Hanuman Nagar,Urban/Sheddable Urban Feeder,330720,November,1
5,244039,33/11 KV SANGLI CITY,206,11KV TRIMURTI,Urban/Sheddable Urban Feeder,554240,November,1
8,244092,33 / 11 KV KOLHAPUR ROAD,201,11 KV SHASTRI CHOWK,Urban/Sheddable Urban Feeder,539200,November,1
9,244092,33 / 11 KV KOLHAPUR ROAD,202,11 KV FRUIT MARKET,Urban/Sheddable Urban Feeder,66240,November,1
1,244039,33/11 KV SANGLI CITY,201,11KV RAMMANDIR,Urban/Sheddable Urban Feeder,588440,December,1
2,244039,33/11 KV SANGLI CITY,202,11KV SHAMRAO NAGAR,Urban/Sheddable Urban Feeder,501440,December,1
3,244039,33/11 KV SANGLI CITY,204,11KV CIVIL HOSPITAL,HV Non-Express Feeder,383640,December,1
4,244039,33/11 KV SANGLI CITY,205,Hanuman Nagar,Urban/Sheddable Urban Feeder,311640,December,1
5,244039,33/11 KV SANGLI CITY,206,11KV TRIMURTI,Urban/Sheddable Urban Feeder,524640,December,1
8,244092,33 / 11 KV KOLHAPUR ROAD,201,11 KV SHASTRI CHOWK,Urban/Sheddable Urban Feeder,577760,December,1
9,244092,33 / 11 KV KOLHAPUR ROAD,202,11 KV FRUIT MARKET,Urban/Sheddable Urban Feeder,71960,December,1
1,244019,33/11 KV MADHAVNAGAR,201,11 KV MADHAVNAGAR FEEDER,Urban/Sheddable Urban Feeder,430056,January,2
2,244019,33/11 KV MADHAVNAGAR,203,11 KV SIE FEEDER,AG Feeder with SDT,131880,January,2
3,244019,33/11 KV MADHAVNAGAR,205,11 KV COTTON MILL FEEDER,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",864928,January,2
5,244030,33/11 KV KUPWAD MIDC,201,11 KV OM COLD,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",675440,January,2
6,244030,33/11 KV KUPWAD MIDC,202,11 KV KVC,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",789640,January,2
7,244030,33/11 KV KUPWAD MIDC,203,11 KV DIAMOND,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",378040,January,2
8,244030,33/11 KV KUPWAD MIDC,204,11KV NATRAJ,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",816560,January,2
9,244030,33/11 KV KUPWAD MIDC,205,11 KV OMKAR,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",1029920,January,2
10,244030,33/11 KV KUPWAD MIDC,206,11 kv Adimaya,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",757920,January,2
11,244030,33/11 KV KUPWAD MIDC,207,11 kv mandhana,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",862720,January,2
12,244030,33/11 KV KUPWAD MIDC,208,11 KV Devika,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",63760,January,2
13,244030,33/11 KV KUPWAD MIDC,401,33 KV Tulsi Foundry,HV Express Feeder,0,January,2
14,244030,33/11 KV KUPWAD MIDC,402,33 KV Shah Presicast Unit III,HV Express Feeder,151200,January,2
15,244043,33/11 KV CHAKAN,201,11 KV Mahavir,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",0,January,2
16,244043,33/11 KV CHAKAN,202,DATTANAND FEEDER,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",0,January,2
17,244043,33/11 KV CHAKAN,203,11 KV Godavari,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",0,January,2
18,244043,33/11 KV CHAKAN,204,11 KV Galaxy,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",588908,January,2
19,244043,33/11 KV CHAKAN,205,11 KV Bamnoli,Urban/Sheddable Urban Feeder,542304,January,2
20,244043,33/11 KV CHAKAN,401,33 KV Parvati Agro Plast,HV Express Feeder,0,January,2
22,244043,33/11 KV CHAKAN,404,33KV BASHKO,HV Express Feeder,412800,January,2
23,244066,33/11 KV SIE,201,11 KV Ankur,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",625560,January,2
24,244066,33/11 KV SIE,202,11 KV LOKMAT,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",375320,January,2
25,244066,33/11 KV SIE,206,11 KV MIDC Water Supply,HV Non-Express Feeder,10200,January,2
26,244066,33/11 KV SIE,207,11 KV Bharat Steel,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",3218160,January,2
27,244095,33/11 KV KUPWAD CITY,201,11 KV Milk Dairy,Urban/Sheddable Urban Feeder,0,January,2
28,244095,33/11 KV KUPWAD CITY,202,11 KV Water Supply,HV Non-Express Feeder,0,January,2
29,244095,33/11 KV KUPWAD CITY,203,11 KV Mahalaxmi,Urban/Sheddable Urban Feeder,201964,January,2
30,244095,33/11 KV KUPWAD CITY,205,11 KV Vidyanagar,Urban/Sheddable Urban Feeder,0,January,2
31,244095,33/11 KV KUPWAD CITY,207,11 KV Kupwad City,Urban/Sheddable Urban Feeder,0,January,2
32,244095,33/11 KV KUPWAD CITY,208,11 KV Ashtavinayak,Urban/Sheddable Urban Feeder,103000,January,2
33,246001,110/33/11 KV VISHRAMBAG S/SN,202,11 KV BS MILL,Urban/Sheddable Urban Feeder,0,January,2
34,246001,110/33/11 KV VISHRAMBAG S/SN,204,11 KV Karnal (Yashwantnagar),Urban/Sheddable Urban Feeder,489400,January,2
35,246001,110/33/11 KV VISHRAMBAG S/SN,208,11 KV KUPWAD,Urban/Sheddable Urban Feeder,0,January,2
1,244019,33/11 KV MADHAVNAGAR,201,11 KV MADHAVNAGAR FEEDER,Urban/Sheddable Urban Feeder,418316,February,2
2,244019,33/11 KV MADHAVNAGAR,203,11 KV SIE FEEDER,AG Feeder with SDT,127052,February,2
3,244019,33/11 KV MADHAVNAGAR,205,11 KV COTTON MILL FEEDER,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",867800,February,2
5,244030,33/11 KV KUPWAD MIDC,201,11 KV OM COLD,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",657200,February,2
6,244030,33/11 KV KUPWAD MIDC,202,11 KV KVC,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",779000,February,2
7,244030,33/11 KV KUPWAD MIDC,203,11 KV DIAMOND,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",340160,February,2
8,244030,33/11 KV KUPWAD MIDC,204,11KV NATRAJ,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",759320,February,2
9,244030,33/11 KV KUPWAD MIDC,205,11 KV OMKAR,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",836080,February,2
10,244030,33/11 KV KUPWAD MIDC,206,11 kv Adimaya,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",822024,February,2
11,244030,33/11 KV KUPWAD MIDC,207,11 kv mandhana,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",795080,February,2
12,244030,33/11 KV KUPWAD MIDC,208,11 KV Devika,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",64880,February,2
13,244030,33/11 KV KUPWAD MIDC,401,33 KV Tulsi Foundry,HV Express Feeder,0,February,2
14,244030,33/11 KV KUPWAD MIDC,402,33 KV Shah Presicast Unit III,HV Express Feeder,70200,February,2
15,244043,33/11 KV CHAKAN,201,11 KV Mahavir,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",62200,February,2
16,244043,33/11 KV CHAKAN,202,DATTANAND FEEDER,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",272880,February,2
17,244043,33/11 KV CHAKAN,203,11 KV Godavari,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",867760,February,2
18,244043,33/11 KV CHAKAN,204,11 KV Galaxy,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",559328,February,2
19,244043,33/11 KV CHAKAN,205,11 KV Bamnoli,Urban/Sheddable Urban Feeder,567048,February,2
20,244043,33/11 KV CHAKAN,401,33 KV Parvati Agro Plast,HV Express Feeder,361500,February,2
22,244043,33/11 KV CHAKAN,404,33KV BASHKO,HV Express Feeder,357300,February,2
23,244066,33/11 KV SIE,201,11 KV Ankur,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",620240,February,2
24,244066,33/11 KV SIE,202,11 KV LOKMAT,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",365160,February,2
25,244066,33/11 KV SIE,206,11 KV MIDC Water Supply,HV Non-Express Feeder,9216,February,2
26,244066,33/11 KV SIE,207,11 KV Bharat Steel,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",206920,February,2
27,244095,33/11 KV KUPWAD CITY,201,11 KV Milk Dairy,Urban/Sheddable Urban Feeder,415408,February,2
28,244095,33/11 KV KUPWAD CITY,202,11 KV Water Supply,HV Non-Express Feeder,119400,February,2
29,244095,33/11 KV KUPWAD CITY,203,11 KV Mahalaxmi,Urban/Sheddable Urban Feeder,208292,February,2
30,244095,33/11 KV KUPWAD CITY,205,11 KV Vidyanagar,Urban/Sheddable Urban Feeder,402640,February,2
31,244095,33/11 KV KUPWAD CITY,207,11 KV Kupwad City,Urban/Sheddable Urban Feeder,87280,February,2
32,244095,33/11 KV KUPWAD CITY,208,11 KV Ashtavinayak,Urban/Sheddable Urban Feeder,107788,February,2
33,246001,110/33/11 KV VISHRAMBAG S/SN,202,11 KV BS MILL,Urban/Sheddable Urban Feeder,0,February,2
34,246001,110/33/11 KV VISHRAMBAG S/SN,204,11 KV Karnal (Yashwantnagar),Urban/Sheddable Urban Feeder,492600,February,2
35,246001,110/33/11 KV VISHRAMBAG S/SN,208,11 KV KUPWAD,Urban/Sheddable Urban Feeder,0,February,2
36,248004,220 KV MIRAJ,407,33KV MIDC MIRAJ,HV Non-Express Feeder,3900,February,2
1,244019,33/11 KV MADHAVNAGAR,201,11 KV MADHAVNAGAR FEEDER,Urban/Sheddable Urban Feeder,494156,March,2
2,244019,33/11 KV MADHAVNAGAR,203,11 KV SIE FEEDER,AG Feeder with SDT,128652,March,2
3,244019,33/11 KV MADHAVNAGAR,205,11 KV COTTON MILL FEEDER,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",897560,March,2
5,244030,33/11 KV KUPWAD MIDC,201,11 KV OM COLD,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",729920,March,2
6,244030,33/11 KV KUPWAD MIDC,202,11 KV KVC,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",857000,March,2
7,244030,33/11 KV KUPWAD MIDC,203,11 KV DIAMOND,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",737200,March,2
8,244030,33/11 KV KUPWAD MIDC,204,11KV NATRAJ,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",890960,March,2
9,244030,33/11 KV KUPWAD MIDC,205,11 KV OMKAR,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",1066240,March,2
10,244030,33/11 KV KUPWAD MIDC,206,11 kv Adimaya,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",906456,March,2
11,244030,33/11 KV KUPWAD MIDC,207,11 kv mandhana,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",914200,March,2
12,244030,33/11 KV KUPWAD MIDC,208,11 KV Devika,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",71720,March,2
13,244030,33/11 KV KUPWAD MIDC,401,33 KV Tulsi Foundry,HV Express Feeder,0,March,2
14,244030,33/11 KV KUPWAD MIDC,402,33 KV Shah Presicast Unit III,HV Express Feeder,148200,March,2
15,244043,33/11 KV CHAKAN,201,11 KV Mahavir,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",133680,March,2
16,244043,33/11 KV CHAKAN,202,DATTANAND FEEDER,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",717680,March,2
17,244043,33/11 KV CHAKAN,203,11 KV Godavari,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",1561840,March,2
18,244043,33/11 KV CHAKAN,204,11 KV Galaxy,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",535744,March,2
19,244043,33/11 KV CHAKAN,205,11 KV Bamnoli,Urban/Sheddable Urban Feeder,699360,March,2
20,244043,33/11 KV CHAKAN,401,33 KV Parvati Agro Plast,HV Express Feeder,295500,March,2
22,244043,33/11 KV CHAKAN,404,33KV BASHKO,HV Express Feeder,456000,March,2
23,244066,33/11 KV SIE,201,11 KV Ankur,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",665120,March,2
24,244066,33/11 KV SIE,202,11 KV LOKMAT,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",436720,March,2
25,244066,33/11 KV SIE,206,11 KV MIDC Water Supply,HV Non-Express Feeder,9674,March,2
26,244066,33/11 KV SIE,207,11 KV Bharat Steel,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",243120,March,2
27,244095,33/11 KV KUPWAD CITY,201,11 KV Milk Dairy,Urban/Sheddable Urban Feeder,270196,March,2
28,244095,33/11 KV KUPWAD CITY,202,11 KV Water Supply,HV Non-Express Feeder,66376,March,2
29,244095,33/11 KV KUPWAD CITY,203,11 KV Mahalaxmi,Urban/Sheddable Urban Feeder,261212,March,2
30,244095,33/11 KV KUPWAD CITY,205,11 KV Vidyanagar,Urban/Sheddable Urban Feeder,243896,March,2
31,244095,33/11 KV KUPWAD CITY,207,11 KV Kupwad City,Urban/Sheddable Urban Feeder,50780,March,2
32,244095,33/11 KV KUPWAD CITY,208,11 KV Ashtavinayak,Urban/Sheddable Urban Feeder,134272,March,2
33,246001,110/33/11 KV VISHRAMBAG S/SN,202,11 KV BS MILL,Urban/Sheddable Urban Feeder,0,March,2
34,246001,110/33/11 KV VISHRAMBAG S/SN,204,11 KV Karnal (Yashwantnagar),Urban/Sheddable Urban Feeder,620000,March,2
35,246001,110/33/11 KV VISHRAMBAG S/SN,208,11 KV KUPWAD,Urban/Sheddable Urban Feeder,0,March,2
36,248004,220 KV MIRAJ,407,33KV MIDC MIRAJ,HV Non-Express Feeder,13438,March,2
1,244019,33/11 KV MADHAVNAGAR,201,11 KV MADHAVNAGAR FEEDER,Urban/Sheddable Urban Feeder,526920,April,2
2,244019,33/11 KV MADHAVNAGAR,203,11 KV SIE FEEDER,AG Feeder with SDT,127596,April,2
3,244019,33/11 KV MADHAVNAGAR,205,11 KV COTTON MILL FEEDER,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",881060,April,2
5,244030,33/11 KV KUPWAD MIDC,201,11 KV OM COLD,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",707840,April,2
6,244030,33/11 KV KUPWAD MIDC,202,11 KV KVC,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",845960,April,2
7,244030,33/11 KV KUPWAD MIDC,203,11 KV DIAMOND,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",859960,April,2
8,244030,33/11 KV KUPWAD MIDC,204,11KV NATRAJ,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",966160,April,2
9,244030,33/11 KV KUPWAD MIDC,205,11 KV OMKAR,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",1090120,April,2
10,244030,33/11 KV KUPWAD MIDC,206,11 kv Adimaya,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",894216,April,2
11,244030,33/11 KV KUPWAD MIDC,207,11 kv mandhana,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",908400,April,2
12,244030,33/11 KV KUPWAD MIDC,208,11 KV Devika,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",74240,April,2
13,244030,33/11 KV KUPWAD MIDC,402,33 KV Shah Presicast Unit III,HV Express Feeder,135000,April,2
14,244043,33/11 KV CHAKAN,201,11 KV Mahavir,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",64600,April,2
15,244043,33/11 KV CHAKAN,202,DATTANAND FEEDER,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",337080,April,2
16,244043,33/11 KV CHAKAN,203,11 KV Godavari,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",846480,April,2
17,244043,33/11 KV CHAKAN,204,11 KV Galaxy,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",438652,April,2
18,244043,33/11 KV CHAKAN,205,11 KV Bamnoli,Urban/Sheddable Urban Feeder,771696,April,2
19,244043,33/11 KV CHAKAN,401,33 KV Parvati Agro Plast,HV Express Feeder,336900,April,2
21,244043,33/11 KV CHAKAN,404,33KV BASHKO,HV Express Feeder,370200,April,2
22,244066,33/11 KV SIE,201,11 KV Ankur,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",609720,April,2
23,244066,33/11 KV SIE,202,11 KV LOKMAT,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",498360,April,2
24,244066,33/11 KV SIE,206,11 KV MIDC Water Supply,HV Non-Express Feeder,7406,April,2
25,244066,33/11 KV SIE,207,11 KV Bharat Steel,"SHEDDABLE FEEDER HAVING WEEKLY STAGGERING (MIDC, EQUIVALENT)",272840,April,2
